Order_Added,valid_AphiaID,length_cm,diameter_width_cm,height_cm,Notes,Size_Ref,Date_Added,Biological_Unit
166524,456628,3.3,2.8,1.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166525,457940,0.88,0.6,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166526,457941,0.68,0.35,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166527,511340,1,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166528,511341,1.97,1.5,0.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166529,511342,3.19,2.3,1.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166530,511343,1.9,1.4,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166531,457942,0.7,0.5,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166532,570163,NA,1.7,2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166533,579374,0.4,0.3,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166534,491200,NA,0.9,1.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166535,535728,NA,0.15,0.215,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166536,535775,NA,0.15,0.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166537,565217,NA,0.08,0.14,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166538,464797,NA,0.55,1.1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166539,599100,NA,0.195,0.41,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166540,599103,NA,0.17,0.42,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166541,599106,NA,0.17,0.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166542,599109,NA,0.13,0.23,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166543,599111,NA,0.18,0.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166544,599112,NA,0.1,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166545,599114,NA,0.12,0.28,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166546,599118,NA,0.18,0.36,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166547,599119,NA,0.15,0.44,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166548,509940,2.3,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166549,598582,NA,0.09,0.18,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166550,597924,NA,0.215,0.31,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166551,598586,NA,0.14,0.24,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166552,139025,NA,3.5,5.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166553,524049,NA,0.25,0.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166554,524777,NA,0.25,0.75,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166555,524092,NA,NA,1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166556,565801,0.22,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166557,716641,NA,1.5,2.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166558,599046,NA,0.1,0.033,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166559,599047,NA,0.08,0.035,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166560,527751,NA,0.074,0.027,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166561,451659,0.81,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166562,594436,0.625,NA,0.35,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166563,473935,NA,0.49,0.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166564,216904,12,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166565,536272,NA,0.08,0.05,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166566,1374462,NA,2.2,2.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166567,524096,NA,0.13,0.45,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166568,434561,NA,0.39,1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166569,399300,NA,1.1,1.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166570,399304,NA,1.7,2.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166571,399305,NA,1.8,3.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166572,491214,NA,1.8,3.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166573,408074,NA,1.4,2.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166574,456631,2.7,2.2,1.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166575,511858,NA,0.3,0.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166576,511860,NA,0.25,0.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166577,511862,0.48,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166578,488976,2,1.5,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166579,457840,2.5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166580,488977,1.02,0.8,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166581,450661,NA,0.4,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166582,450662,NA,0.35,0.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166583,437176,0.9,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166584,564560,NA,3.6,5.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166585,566211,NA,NA,0.35,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166586,598740,NA,10.6,24.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166587,598741,NA,8.5,22,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166588,491231,NA,7.5,20,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166589,488453,NA,6.5,16.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166590,438755,NA,0.9,3.95,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166591,881103,NA,4.9,5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166592,434595,NA,1.2,3.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166593,434596,NA,1.35,3.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166594,578326,4.2,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166595,531549,NA,2.7,3.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166596,531551,NA,1.2,1.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166597,599203,NA,0.3,0.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166598,599204,NA,0.7,0.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166599,599205,NA,0.22,0.35,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166600,531562,NA,0.6,0.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166601,585883,NA,1.3,1.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166602,1424486,NA,1.15,0.85,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166603,537158,NA,0.9,3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166604,598507,NA,0.05,0.17,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166605,598509,NA,0.13,0.238,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166606,932475,NA,0.11,0.23,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166607,598516,NA,0.077,0.15,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166608,527642,NA,0.12,0.28,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166609,598522,NA,0.09,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166610,598525,NA,0.16,0.36,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166611,598528,NA,0.12,0.24,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166612,598530,NA,0.14,0.28,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166613,598534,NA,0.098,0.215,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166614,599138,NA,0.14,0.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166615,531612,9.5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166616,580111,NA,0.7,1.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166617,599025,NA,0.33,0.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166618,599026,NA,0.3,0.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166619,531273,4.5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166620,564698,NA,1.5,2.1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166621,564699,NA,2.4,2.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166622,564697,NA,8.8,7.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166623,570134,NA,3.2,3.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166624,407557,NA,2.1,3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166625,598585,NA,0.068,0.105,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166626,598590,NA,0.096,0.14,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166627,598591,NA,0.11,0.207,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166628,535726,NA,0.13,0.18,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166629,597935,NA,0.08,0.12,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166630,565307,NA,0.059,0.119,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166631,592039,NA,0.11,0.32,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166632,405948,NA,1.6,3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166633,759247,NA,5.7,17.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166634,476795,NA,NA,7.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166635,830617,NA,0.7,0.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166636,598676,NA,0.5,0.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166637,598535,NA,0.098,0.126,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166638,579372,0.33,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166639,1341793,NA,0.22,0.418,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166640,586518,NA,0.55,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166641,585886,NA,1.7,1.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166642,550136,NA,NA,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166643,215315,NA,0.75,1.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166644,598472,NA,0.0525,0.11,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166645,598474,NA,0.059,0.185,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166646,599129,NA,0.13,0.43,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166647,599130,NA,0.12,0.46,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166648,740421,NA,0.15,0.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166649,740422,NA,0.1,0.41,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166650,456625,1.9,1.5,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166651,598642,NA,0.185,0.27,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166652,346431,NA,7.1,12.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166653,141115,NA,10,20,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166654,476547,NA,5.2,9.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166655,1035950,NA,2.6,3.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166656,599194,NA,0.22,0.44,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166657,599196,NA,0.35,0.58,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166658,565349,NA,0.15,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166659,579234,NA,NA,1.58,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166660,599198,NA,0.18,0.33,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166661,599200,NA,0.2,0.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166662,599199,NA,0.25,0.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166663,599178,NA,0.3,0.45,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166664,445509,NA,0.8,0.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166665,599049,NA,0.08,0.14,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166666,599050,NA,0.11,0.17,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166667,599054,NA,0.07,0.06,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166668,598613,NA,0.25,0.55,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166669,566224,NA,NA,0.75,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166670,565215,NA,0.19,0.56,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166671,565216,NA,0.2,0.48,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166672,565213,NA,0.13,0.29,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166673,565214,NA,0.3,0.79,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166674,598615,NA,0.46,1.18,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166675,590779,NA,0.065,0.15,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166676,407931,NA,3.2,6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166677,876697,NA,0.6,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166678,876698,NA,0.5,0.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166679,876699,NA,0.6,0.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166680,876700,NA,0.7,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166681,599221,2.1,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166682,598696,NA,0.07,0.15,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166683,598647,1.6,1.2,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166684,537172,NA,0.2,0.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166685,1255381,NA,NA,6.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166686,476579,NA,1.8,4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166687,598697,NA,0.045,0.08,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166688,511947,NA,1.7,3.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166689,493045,NA,0.088,0.062,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166690,493073,0.1,0.1,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166691,493081,NA,0.12,0.07,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166692,599000,NA,0.5,1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166693,456679,12.5,10.5,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166694,598186,10.3,5.1,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166695,492388,NA,0.245,0.21,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166696,592323,NA,0.21,1.16,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166697,592331,NA,0.34,1.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166698,592310,NA,0.3,1.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166699,467303,NA,0.49,0.53,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166700,467304,NA,0.55,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166701,467305,NA,0.5,0.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166702,533621,NA,5.8,9.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166703,591450,NA,7.7,11.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166704,591487,NA,8.8,16.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166705,591488,NA,6,9.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166706,591489,NA,5.5,8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166707,517290,NA,0.45,0.94,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166708,517270,NA,0.45,1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166709,396126,0.4,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166710,597421,4.2,NA,2.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166711,597428,2.1,1.8,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166712,597427,3,NA,1.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166713,597429,2.3,NA,1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166714,597424,3.4,NA,2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166715,597898,NA,0.125,0.29,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166716,387817,NA,0.13,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166717,492810,NA,0.12,0.1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166718,492816,NA,0.08,0.09,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166719,492817,NA,0.15,0.125,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166720,492818,NA,0.1,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166721,559230,3.2,2.5,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166722,850627,2.7,1.9,0.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166723,559228,1.9,1.45,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166724,850630,1.7,1.2,0.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166725,407626,NA,0.4,0.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166726,598480,NA,0.06,0.09,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166727,591837,NA,0.3,1.07,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166728,1424503,NA,0.89,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166729,1424504,NA,0.46,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166730,1424505,NA,0.5,0.38,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166731,1424528,NA,0.6,0.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166732,1424529,NA,0.48,0.355,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166733,1424525,NA,0.57,0.48,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166734,592000,NA,0.115,0.25,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166735,434911,NA,0.7,1.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166736,434915,NA,0.95,2.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166737,434941,NA,0.6,1.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166738,434945,NA,0.4,1.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166739,434947,NA,0.55,1.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166740,434950,NA,0.5,1.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166741,434958,NA,0.3,0.75,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166742,434966,NA,0.6,1.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166743,434967,NA,0.32,0.9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166744,595447,3.5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166745,564614,NA,0.8,3.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166746,564613,NA,0.9,4.1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166747,564611,NA,0.7,2.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166748,599145,NA,0.12,0.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166749,599146,NA,0.1,0.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166750,597959,NA,0.06,0.14,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166751,597958,NA,0.063,0.151,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166752,527649,NA,6.3,10.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166753,224662,7,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166754,988066,NA,0.117,0.19,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166755,759616,NA,0.175,0.125,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166756,988067,NA,0.116,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166757,988068,NA,0.1,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166758,850839,NA,0.1,0.19,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166759,988069,NA,0.18,0.305,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166760,988070,NA,0.13,0.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166761,988071,NA,0.11,0.225,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166762,988073,NA,0.1,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166763,988074,NA,0.15,0.26,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166764,988075,NA,0.09,0.192,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166765,988076,NA,0.13,0.25,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166766,988079,NA,0.1,0.19,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166767,988080,NA,0.06,0.14,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166768,988081,NA,0.165,0.24,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166769,988082,NA,0.059,0.13,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166770,988084,NA,0.15,0.25,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166771,850841,NA,0.125,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166772,591842,0.77,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166773,492831,NA,0.18,0.15,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166774,457399,0.41,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166775,457400,NA,0.2,0.25,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166776,598623,NA,0.23,0.275,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166777,592012,NA,0.095,0.36,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166778,565352,NA,0.095,0.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166779,592013,NA,NA,0.25,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166780,599131,NA,0.15,0.53,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166781,599133,NA,0.13,0.67,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166782,571602,NA,3.2,3.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166783,435007,NA,0.27,0.55,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166784,435009,NA,0.3,0.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166785,435019,NA,0.22,0.55,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166786,447186,NA,0.6,1.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166787,489172,NA,1,2.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166788,447187,NA,NA,4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166789,598684,NA,0.18,0.4,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166790,598338,NA,0.097,0.105,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166791,598166,0.5,0.2,0.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166792,598168,0.65,0.47,0.34,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166793,592808,NA,10.2,10.1,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166794,595436,5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166795,595437,6.5,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166796,579359,0.32,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166797,579384,0.3,0.22,0.13,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166798,579382,0.295,0.205,0.095,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166799,579383,0.295,0.2,0.095,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166800,1567674,NA,0.22,0.55,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166801,399346,NA,0.2,0.45,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166802,599148,NA,0.13,0.49,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166803,598689,NA,0.15,0.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166804,447829,NA,4.7,7.6,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166805,492392,NA,0.34,0.305,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166806,598652,4.1,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166807,467313,0.85,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166808,565291,NA,NA,3.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166809,565294,NA,NA,2.8,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166810,509721,NA,0.15,0.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166811,410210,NA,6.5,9,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166812,208012,NA,9.5,11,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166813,208009,NA,8.5,10,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166814,410265,NA,14.5,18,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166815,208014,NA,NA,22.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166816,410304,NA,21,25,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166817,410221,NA,15,20,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166818,410270,NA,15.5,20,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166819,598665,NA,1.12,1.75,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166820,598666,NA,1.4,2.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166821,536260,NA,0.28,0.28,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166822,414594,2.9,2.3,1.5,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166823,880991,NA,1.5,1.7,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166824,876839,NA,1.7,1.3,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166825,876363,NA,1.2,2.2,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166826,599241,13,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
166827,216896,1.1,NA,NA,,"{Spurgeon, 2021 #1543}",6/2/24,solitary
